country,channel,code
pt,RTP Madeira,RTPMadeira.pt
pt,CINEMUNDO HD,Cinemundo.pt
pt,VH1,vh1.pt
pt,AXN White HD,AXNWhite.pt
pt,RTP2,rtp2.pt
pt,A Bola TV,ABolaTV.pt
pt,SportTV 2,sporttv2.pt
pt,FOXLIFE,foxlife.pt
pt,Eleven Sports 1,elevensports1.pt
pt,SyFy,SyFy.pt
pt,PANDA BIGGS,PandaBiggs.pt
pt,SUNDANCE HD,SUNDANCE.pt
pt,TV Record,tvrecord.pt
pt,Hollywood,hollywood.pt
pt,Benfica TV,BenficaTV.pt
pt,RTP Africa,RTPAfrica.pt
pt,FOX CRIME,foxcrime.pt
pt,MOTORVISIONHD,Motorvision.pt
pt,CaçaVision,CacaVision.pt
pt,TVG - Galicia TV,TVGalicia.pt
ro,MTV România,MTVRomania.ro
ro,TLC,TLC.ro
ro,Prima TV,PrimaTV.ro
ro,PRO TV Internaţional,ProTVInternational.ro
ro,TVR Moldova,TVRMoldova.ro
ro,DIGI Animal World,DIGIAnimalWorld.ro
ro,Look Plus,LookPlus.ro
ro,Antena3,Antena3.ro
ro,Digi 24 HD,Digi24.ro
ro,HBO Comedy,HBOComedy.ro
ro,TVR3,TVR3.ro
ro,H!T Music Channel,H!TMusic.ro
ro,Nickelodeon,Nickelodeon.ro
ro,TVH,TVH.ro
ro,Antena Internaţional,AntenaInternational.ro
ro,Digi Sport 2,DigiSport2.ro
ro,Alfa Omega TV,AlfaOmegaTV.ro
ro,Agro TV,AgroTV.ro
ro,AXN,AXN.ro
ro,Speranta TV,Speranta.ro
ro,Discovery HD Showcase,DiscoveryHDShowcase.ro
ro,Cartoon Network,CartoonNetwork.ro
ro,Nick Jr,NickJr.ro
ro,EtnoTV,EtnoTV.ro
ro,Extreme Sports Channel,ExtremeSportsChannel.ro
ro,Digi Sport 4,DigiSport4.ro
ro,FilmBox HD,FilmBox.ro
ro,Favorit TV,Favorit.ro
ro,VH1,VH1.ro
ro,TVR Craiova,TVRCraiova.ro
ro,Discovery Science,DiscoveryScience.ro
ro,PRO 2,PRO2.ro
ro,Kanal D,KanalD.ro
ro,National TV,NationalTV.ro
ro,Discovery Turbo Xtra,DiscoveryTurboXtra.ro
ro,Fine Living,FLN.ro
ro,Happy Channel,HappyTV.ro
ro,TVR Târgu-Mures,TVRTarguMures.ro
ro,Trinitas TV,TrinitasTV.ro
ro,Mooz Dance,MoozDance.ro
ro,Sport.ro,Sport.ro
ro,Absolut TV,AbsolutTV.ro
ro,Telekom Sport 6,TelekomSport6.ro
ro,Telekom Sport 5,TelekomSport5.ro
ro,ID Xtra,IDXtraHD.ro
ro,DaVinci Learning,DaVinciLearning.ro
ro,The Fishing and Hunting Channel,FishingHunting.ro
ro,Music Channel,MusicChannel.ro
ro,Viasat History,ViasatHistory.ro
ro,Acasa GOLD,AcasaGold.ro
ro,Antena Stars,Antena2.ro
ro,Inedit TV,IneditTV.ro
ro,AXN White,AXNCrime.ro
ro,Discovery Turbo Xtra HD,DTX.ro
ro,Viasat Nature HD,ViasatNature.ro
ro,MTV Hits,MTVHits.ro
ro,Telekom Sport 4,TelekomSport4.ro
ro,TV 1000,TV1000.ro
ro,Trace TV,TraceTV.ro
ro,TV Sud Est,TVSudEst.ro
ro,TV5MONDE,TV5Monde.ro
ro,National Geographic HD,NationalGeographicHD.ro
ro,U TV,U TV.ro
ro,Telekom Sport 3,TelekomSport3.ro
ro,Megamax,Megamax.ro
ro,TNT,TNT.ro
ro,Antena1,Antena1.ro
ro,Discovery Channel,DiscoveryChannel.ro
ro,TVRInternational,TVRInternational.ro
ro,TVR Iasi,TVRIasi.ro
ro,History HD,HistoryHD.ro
ro,Realitatea TV,RealitateaTV.ro
ro,Nat Geo Wild HD,NatGeoWildHD.ro
ro,Euforia Lifestyle,EuforiaLifestyle.ro
ro,Telekom Sport 1,TelekomSport1.ro
ro,E! Entertainment,E!.ro
ro,Eurosport1 - România,Eurosport1.ro
ro,TVR1,TVR1.ro
ro,Boomerang,Boomerang.ro
ro,MGM,MGM.ro
ro,Nat Geo Wild,NatGeoWild.ro
ro,Neptun TV,NeptunTV.ro
ro,AMC,AMC.ro
ro,PRO X,PROX.ro
ro,FilmBox Extra HD,FilmBoxExtra.ro
ro,TV Paprika,Paprika.ro
ro,Digi Film HD,DigiFilm.ro
ro,FilmBox Family,FilmBoxFamily.ro
ro,PROCinema,PROCinema.ro
ro,PRO TV,PROTV.ro
ro,JurnalTV.ro,JurnalTV.ro
ro,Telekom Sport 2,TelekomSport2.ro
ro,Kiss TV,KissTV.ro
ro,Paramount Channel,ParamountChannel.ro
ro,TVR HD,TVRHD.ro
ro,Rai Uno,RaiUno.ro
ro,PV TV,PV TV.ro
ro,Eurosport2 - România,Eurosport2.ro
ro,Digi Life HD,DigiLife.ro
ro,Bollywood TV,BollywoodTV.ro
ro,AXN Black,AXNSciFi.ro
ro,Comedy Central Extra,ComedyCentralExtra.ro
ro,Mezzo TV,Mezzo.ro
ro,Cinemax2,Cinemax2.ro
ro,MTV Dance,MTVDance.ro
ro,Taraf TV HD,TarafTV.ro
ro,Credo TV,CredoTV.ro
ro,Disney Junior,DisneyJunior.ro
ro,Digi World HD,DigiWorld.ro
ro,Film +,Film+.ro
ro,Viasat Explorer,ViasatExplorer.ro
ro,CineMAX,CineMAX.ro
ro,AXN Spin,AXNSpin.ro
ro,Comedy Central,ComedyCentral.ro
ro,Film Now,FilmNow.ro
ro,DiscoveryScience HD,DiscoveryScienceHD.ro
ro,Filmbox Premium,FilmboxPremium.ro
ro,Jim Jam,Jimjam.ro
ro,ZU TV,ZUTV.ro
ro,Look Sport,LookSport.ro
ro,Digi Sport 3,DigiSport3.ro
ro,TVR Timisoara,TVRTimisoara.ro
ro,TCM,TCM.ro
ro,TVR Cluj,TVRCluj.ro
ro,Look TV,LookTV.ro
ro,Epic Drama,EpicDrama.ro
ro,CBS Reality,ZoneReality.ro
ro,FilmBox Plus,FilmBoxPlus.ro
ro,Travel Channel,TravelChannel.ro
ro,Disney Channel,DisneyChannel.ro
ro,Animal Planet,AnimalPlanet.ro
ro,National Geographic,NationalGeographic.ro
ro,BBC Earth,BBCEarth.ro
ro,Transilvania L!VE,Transilvania.ro
ro,BBC World News,BBCWorld.ro
ro,HBO 2 HD,HBO2.ro
ro,Film Cafe,FilmCafe.ro
ro,Romania TV,RomaniaTV.ro
ro,HBO,HBO.ro
ro,B1,B1TV.ro
ro,National 24 plus,National24plus.ro
ro,Acasa,Acasa.ro
ro,MiniMax,MiniMax.ro
ro,Duck TV,DuckTV.ro
ro,Publika,Publika.ro
ro,U TV,UTV.ro
ro,Digi Sport 1,DigiSport1.ro
ro,Diva Universal,DivaUniversal.ro
ro,TVR2,TVR2.ro
ro,DOQ,DOQ.ro
rs,Pink Soap,PinkSoap.rs
rs,Pink Erotic 3,PinkErotic3.rs
rs,RTRS,RTRS.rs
rs,Fox Life,FoxLife.rs
rs,Arena Sport 5,ArenaSport5.rs
rs,Pink Super Kids,PinkSuperKids.rs
rs,Investigation Discovery,InvestigationDiscovery.rs
rs,Prva Max,PrvaMax.rs
rs,Baby TV,BabyTV.rs
rs,Disney Channel,Disney.rs
rs,Eurosportnews,Eurosportnews.rs
rs,PINK 3 INFO,Pink3.rs
rs,MiniMax,MiniMax.rs
rs,24Kitchen,24Kitchen.rs
rs,SOS,SOS.rs
rs,Pink Family,PinkFamily.rs
rs,Eurosport,Eurosport.rs
rs,Disney XD,DisneyXD.rs
rs,Prva Plus,PrvaPlus.rs
rs,Pink Classic,PinkClassic.rs
rs,Scifi,Scifi.rs
rs,Cinestar Action & Thriller,CinestarActionandThriller.rs
rs,Fox,Fox.rs
rs,Pink Erotic 6,PinkErotic6.rs
rs,Animal Planet,AnimalPlanet.rs
rs,HBO,HBO.rs
rs,Pink Serije,PinkSerije.rs
rs,PINK Plus,PinkPlus.rs
rs,Pink Movies,PinkMovies.rs
rs,RTS Digital,RTSDigital.rs
rs,Pink SC-FI & Fantasy,PinkScFiandFantasy.rs
rs,KCN Kopernikus,KCNKopernikus.rs
rs,Nick JR,NickJR.rs
rs,Discovery Channel,DiscoveryChannel.rs
rs,Pink World Cinema,PinkWorldCinema.rs
rs,Cinemax,Cinemax.rs
rs,Pink Style,PinkStyle.rs
rs,Pink Premium,PinkPremium.rs
rs,Pink Reality,PinkReality.rs
rs,H2,H2.rs
rs,E! Entertainment,EEntertainment.rs
rs,Fox Movies,FoxMovies.rs
rs,Cinemax 2,Cinemax2.rs
rs,Comedy Central Extra,ComedyCentralExtra.rs
rs,TLC,TLC.rs
rs,HBO3,HBO3.rs
rs,Pink Erotic 7,PinkErotic7.rs
rs,RTV 2,RTV2.rs
rs,Pink Erotic 5,PinkErotic5.rs
rs,History Channel,History.rs
rs,Pink Film,PinkFilm.rs
rs,Cartoon Network RSE,CartoonNetworkRSE.rs
rs,Cinestar TV,CinestarTV.rs
rs,Arena Sport 2,ArenaSport2.rs
rs,NatGeo Wild,NatGeoWild.rs
rs,Pink Horror,PinkHorror.rs
rs,KCN Svet +,KCNSvet+.rs
rs,National Geographic,NationalGeographic.rs
rs,Pink Erotic,PinkErotic.rs
rs,Pink Extra,PinkExtra.rs
rs,RTS1,RTS1.rs
rs,HBO2,HBO2.rs
rs,Pink Western,PinkWestern.rs
rs,Discovery Science,DiscoveryScience.rs
rs,PINK Thriller,PinkThriller.rs
rs,Food Network,FoodNetwork.rs
rs,SportKlub 5,SK5.rs
rs,Fight Network,FightNetwork.rs
rs,Pink Show,PinkShow.rs
rs,Fox Crime,FoxCrime.rs
rs,Pink Erotic 8,PinkErotic8.rs
rs,Pink Kuvar,PinkKuvar.rs
rs,Mini Ultra TV,MiniUltra.rs
rs,Arena Sport 4,ArenaSport4.rs
rs,Pink Action,PinkAction.rs
rs,Fight Channel,FightChannel.rs
rs,CBS Reality,CBSReality.rs
rs,Eurosport 2,Eurosport2.rs
rs,B92,B92.rs
rs,Pink Parada,PinkParada.rs
rs,Studio B,StudioB.rs
rs,ATV,ATV.rs
rs,Fine Living Network,FineLivingNetwork.rs
rs,Prva,Prva.rs
rs,PINK Crime & Mystery,PINKCrime&Mystery.rs
rs,RTV 1,RTV1.rs
rs,Cinestar Premiere 1,CinestarPremiere1.rs
rs,RTS2,RTS2.rs
rs,Happy TV,Happy.rs
rs,Euronews,Euronews.rs
rs,Disney Junior,DisneyJunior.rs
rs,Pink Fashion,PinkFashion.rs
rs,AXN,AXN.rs
rs,Grand TV,GrandTV.rs
rs,Arena Sport 1,ArenaSport1.rs
rs,Cinema TV,CinemaTV.rs
rs,Cinestar Premiere 2,CinestarPremiere2.rs
rs,Fox News,FoxNews.rs
rs,Pink 2,Pink2.rs
rs,Pink Erotic 2,PinkErotic2.rs
rs,Cinemania,Cinemania.rs
rs,Mini TV,Mini.rs
rs,Pink Comedy,PinkComedy.rs
rs,Prva World,PrvaWorld.rs
rs,SportKlub 6,SK6.rs
rs,SportKlub 1,SK1.rs
rs,SportKlub 4,SK4.rs
rs,Nickelodeon,Nickelodeon.rs
rs,Arena Sport 3,ArenaSport3.rs
rs,Pink M,PinkM.rs
rs,IDX,IDX.rs
rs,Discovery World,DiscoveryWorld.rs
rs,Pink Erotic 4,PinkErotic4.rs
rs,PINK,Pink.rs
rs,Eurosport 1,Eurosport1.rs
rs,Pink Pedia,PinkPedia.rs
rs,SportKlub 3,SK3.rs
rs,PINK Romance,PINKRomance.rs
rs,AXN Spin,AXNSpin.rs
rs,KCN Music,KCNMusic.rs
rs,Fishing And Hunting,FishingAndHunting.rs
rs,SportKlub 2,SK2.rs
rs,Pink Kids,PinkKids.rs
ru,Бобёр,bobyor.ru
ru,КРАСНАЯ ЛИНИЯ,krasnayaliniya.ru
ru,Беларусь 24,belarus24.ru
ru,Amedia Hit HD,amediahithd.ru
ru,Музыка Первого,muzykapervogo.ru
ru,MTV Rocks International,mtvrocksinternational.ru
ru,BRIO-TV,briotv.ru
ru,Russian Travel Guide HD,russiantravelguidehd.ru
ru,Viasat sport HD,viasatsporthd.ru
ru,Театр,teatr.ru
ru,Discovery HD Showcase,discoveryhdshowcase.ru
ru,LUXURY,luxury.ru
ru,Кто есть кто,ktoestkto.ru
ru,Мама,mama.ru
ru,TiJi,tiji.ru
ru,Extreme Sports,extremesports.ru
ru,8 Канал,8kanal1116.ru
ru,MusicBox TV,musicboxtv.ru
ru,Наш Кинороман,nashkinoroman.ru
ru,МАТЧ! ФУТБОЛ 2 HD,matchfutbol2hd.ru
ru,RU TV,rutv.ru
ru,Русский Иллюзион,russkijillyuzion.ru
ru,РазТВ,raztv.ru
ru,КИНОСЕМЬЯ,kinosemiya.ru
ru,МАТЧ! АРЕНА,matcharena.ru
ru,НТВ HD,ntvhd.ru
ru,Шансон-TB,shansontb.ru
ru,МАТЧ! ФУТБОЛ 3 HD,matchfutbol3hd.ru
ru,МУЛЬТ,mult.ru
ru,Russia Today HD,russiatodayhd.ru
ru,Пятый канал,5kanal.ru
ru,Телепутешествия,teleputeshestviya.ru
ru,НТВ сериал,ntvserial.ru
ru,HD Медиа,hdmedia.ru
ru,Жара,stv73.ru
ru,Nuart TV,nuarttv.ru
ru,FOX Life HD,foxlifehd.ru
ru,Лидер ТВ,lidertv.ru
ru,TV1000,tv1000.ru
ru,Eurosport News,eurosportnews.ru
ru,Точка ТВ,tochkatv.ru
ru,Авто 24 HD,avto24hd.ru
ru,DTX,dtx.ru
ru,ACB TV,acbtv.ru
ru,Смайлик,smajlik.ru
ru,SHOT TV,yegoisttv.ru
ru,Надежда ТВ,nadezhdatv.ru
ru,FOX HD,foxhd.ru
ru,Viasat_Sport,viasatsport.ru
ru,ТНТ MUSIC,tntmusic.ru
ru,Спас ТВ,spas.ru
ru,Страшное HD,strashnoehd.ru
ru,Trick HD,trickhd.ru
ru,Motorsport.tv,motorstv.ru
ru,История,istoriya.ru
ru,Наука,nauka20.ru
ru,Эврика HD,eurekahd.ru
ru,Здоровье,tonustv.ru
ru,Nat Geo WILD HD,natgeowildhd.ru
ru,MTV Россия,mtvrussia.ru
ru,КХЛ,kxl.ru
ru,Киносерия,kinoserija.ru
ru,ЮМОР TV,yumorbox.ru
ru,Русский бестселлер,russkijbestseller.ru
ru,Моя Планета,moyaplaneta.ru
ru,TLC,tlc.ru
ru,CBS Reality,cbsreality.ru
ru,Кухня ТВ,kuxnyatv.ru
ru,TV1000 Action,tv1000action.ru
ru,Звезда,zvezda.ru
ru,ТурИнфо,turinfo.ru
ru,Семья,semya.ru
ru,ЕГЭ,egye.ru
ru,В мире животных HD,animalfamilyhd.ru
ru,ТНТ,tnt.ru
ru,Телеканал 360°,telekanal360.ru
ru,Морской,morskoj.ru
ru,CCTV 4,cctv4.ru
ru,Комедия,komediya.ru
ru,Ocean TV,oceantv.ru
ru,ViP Comedy,tv1000comedyhd.ru
ru,Домашний Магазин,domashnijmagazin.ru
ru,НТВ,ntv.ru
ru,Дождь HD,dozhdhd.ru
ru,БелРос,tro.ru
ru,Феникс+ Кино,fenikskino.ru
ru,Драйв,drajv.ru
ru,Загородная жизнь,zagorodnayazhizn.ru
ru,РБК,rbk.ru
ru,Просвещение,prosveshhenie.ru
ru,Outdoor Ch HD,outdoorhd.ru
ru,ЛДПР.ТВ,ldprtv.ru
ru,Кино ТВ HD,kinotvhd.ru
ru,РОДНОЕ КИНО,rodnoekino.ru
ru,Ностальгия,nostalgiya.ru
ru,Amedia Premium HD,amediapremiumhd.ru
ru,Sony Turbo,sonyturbo.ru
ru,HD Медиа 3D,hdmedia3d.ru
ru,iConcerts HD,iconcertshd.ru
ru,78,78.ru
ru,Калейдоскоп ТВ,kalejdoskoptv.ru
ru,1HD Music Television,1hd.ru
ru,Твой дом,tvoydom.ru
ru,Бокс ТВ,bokstv.ru
ru,Discovery Channel HD,discoverychannelhd.ru
ru,Настоящее Страшное Телевидение,nastoyashheestrashnoetelevidenie.ru
ru,Bloomberg,bloomberg.ru
ru,Nickelodeon HD,nickelodeonhd.ru
ru,TRACE URBAN HD,traceurbanhd.ru
ru,Три Ангела,triangela.ru
ru,Insight UHD,insightultrahd.ru
ru,Top Shop TV,topshoptv.ru
ru,MCM TOP,mcmtop.ru
ru,Zoo TV,zootv.ru
ru,CNBC Europe,cnbc.ru
ru,VH1 European,vh1european.ru
ru,Bridge TV,bridgetv.ru
ru,Наше Любимое,nashelybimoe.ru
ru,КИНОПРЕМЬЕРА,kinopremiera.ru
ru,HDL,hdlife.ru
ru,Е,e.ru
ru,Домашний,domashnij.ru
ru,Детский,detskij.ru
ru,Frenchlover,frenchlover.ru
ru,Мир сериала,mirseriala.ru
ru,Вопросы и ответы,voprosyiotvety.ru
ru,Конный мир HD,konnyjmirhd.ru
ru,Охотник и Рыболов,oxotnikirybolov.ru
ru,MTV Hits,mtvhits.ru
ru,Сарафан,sarafan.ru
ru,Еврокино,evrokino.ru
ru,Fuel TV HD,fueltvhd.ru
ru,Ю,yu.ru
ru,МУЗ ТВ,muztv.ru
ru,Москва-24,moskva24.ru
ru,Нано,nanotv.ru
ru,myZen.tv,myzentv.ru
ru,О2ТВ,o2tv.ru
ru,Viasat Nature History HD,viasatnaturehistoryhd.ru
ru,Охота и рыбалка,oxotairybalka.ru
ru,ЖИВИ!,zhivi.ru
ru,Москва. Доверие,moskvadoverie.ru
ru,PRO ВСЕ,provse.ru
ru,Здоровое ТВ,zdorovoetv.ru
ru,RE:Music,remusic.ru
ru,Animaux,animaux.ru
ru,Viasat Nature,viasatnaturecee.ru
ru,МАТЧ Премьер HD,nashfutbolhd.ru
ru,Пятница!,pyatnica.ru
ru,ТНТ4,tnt4.ru
ru,Мультимузыка,multimuzyka.ru
ru,Мультимания,multimaniya.ru
ru,CCTV,cctv.ru
ru,Мир HD,mirhd.ru
ru,NHK WORLD TV,nhkworldtv.ru
ru,TV1000 Русское кино,tv1000russkoekino.ru
ru,National Geographic HD,nationalgeographichd.ru
ru,TVMChannel,tvmchannel.ru
ru,RAP.RU,rapru.ru
ru,Spike HD,spikehd.ru
ru,МАТЧ! БОЕЦ,matchboec.ru
ru,JSTV TV,jstvtv.ru
ru,Paramount Comedy,paramountcomedyrussia.ru
ru,Шокирующее,kinopokazhd1.ru
ru,Shop24extra,shop24extra.ru
ru,Доктор,doktor.ru
ru,MTV Dance,mtvdance.ru
ru,TV club,tvclub.ru
ru,Наше ТВ,nashetv.ru
ru,Дом Кино Премиум,domkinopremium.ru
ru,365 дней ТВ,365dnejtv.ru
ru,Русская ночь,russkayanoch.ru
ru,Мужской,muzhskoj.ru
ru,ПИКТВ,piktv.ru
ru,Luxe HD,luxehd.ru
ru,Galaxy,galaxytv.ru
ru,ЕДА Премиум,edahd.ru
ru,MTV European,mtveuropean.ru
ru,Zooпарк,zoopark.ru
ru,SHOP24,shop24.ru
ru,Ювелирочка,yuvelirochka.ru
ru,Россия 1 HD,rossiyahd.ru
ru,Gulli Girl,gulli.ru
ru,ТВ Центр,tvc.ru
ru,Europa Plus TV,europaplustv.ru
ru,Shop&Show,shopshow.ru
ru,РЕН ТВ,rentv.ru
ru,MGM HD,mgmhd.ru
ru,TV XXI,tv21.ru
ru,ИНДИЙСКОЕ КИНО,indiyatv.ru
ru,Angel TV,angeltv.ru
ru,Культура,kultura.ru
ru,Ретро,retro.ru
ru,Bridge TV Classic,topsongtv.ru
ru,Mezzo Classic Jazz,mezzo.ru
ru,MTV Dance International,mtvdanceinternational.ru
ru,ТВ-3,tv3.ru
ru,Россия 24,rossiya24.ru
ru,AMC,amc.ru
ru,Детский мир,detskijmir.ru
ru,Кубань 24,kuban24orbita.ru
ru,Русский Детектив,russkijdetektiv.ru
ru,Тлум,tlumhd.ru
ru,МАТЧ! НАШ СПОРТ,matchnashsport.ru
ru,MCM POP,mcmpop.ru
ru,Оружие,oruzhie.ru
ru,Остросюжетное HD,ostrosyuzhetnoehd.ru
ru,THE MUSEUM CHANNEL,museumhd.ru
ru,MTV Hits International,mtvhitsinternational.ru
ru,History HD,historyhd.ru
ru,MTV Live HD,mtvlivehd.ru
ru,H2,h2.ru
ru,MTV Rocks,mtvrocks.ru
ru,Travel XP HD,travelxphd.ru
ru,Теледом,teledom.ru
ru,Кинопоказ HD-2,kinopokazhd2.ru
ru,ОТР,otr.ru
ru,TV Mall,tvmall.ru
ru,Авто Плюс,avtoplyus.ru
ru,МАТЧ! ПЛАНЕТА,matchplaneta.ru
ru,Приключения HD,teletravelhd.ru
ru,TLC HD,tlchd.ru
ru,Авто24,avto24.ru
ru,Первый Интернет канал HD,pervyjinternetkanalhd.ru
ru,Кино ТВ,kinotv.ru
ru,Футбол,futbol.ru
ru,КИНОМИКС,kinomiks.ru
ru,ЕДА,eda.ru
ru,Animal Planet HD,animalplanethd.ru
ru,Bollywood HD,bollywoodhd.ru
ru,Nickelodeon JR,nickjr.ru
ru,Усадьба,usadba.ru
ru,Восток ТВ,tmbru.ru
ru,КИНОСВИДАНИЕ,kinosvidanie.ru
ru,Техно 24,texno24.ru
ru,VH1 Classic,vh1classic.ru
ru,Время,vremya.ru
ru,Первый канал HD,pervyjhd.ru
ru,Охотник и Рыболов HD,oxotnikirybolovhd.ru
ru,Zee TV,zeetv.ru
ru,Eurosport 1 HD,eurosporthd.ru
ru,Совершенно секретно,sovershennosekretno.ru
ru,Психология 21,psixologiya21.ru
ru,МАТЧ! АРЕНА HD,matcharenahd.ru
ru,Успех,uspex.ru
ru,Дом кино,domkino.ru
ru,Amedia 2,amedia2.ru
ru,МАТЧ! ФУТБОЛ 1 HD,matchfutbol1hd.ru
ru,Кинопоказ,kinopokaz.ru
ru,ТНВ,tnv.ru
ru,Канал Disney,disney.ru
ru,PRO Business,probusiness.ru
ru,Мир Увлечений,miruvlechenij.ru
ru,ViP Megahit,tv1000megahithd.ru
ru,СТС,sts.ru
ru,Travel Channel HD,travelchannelhd.ru
ru,ID Investigation Discovery HD,ididhd.ru
ru,КиноПремиумHD,kinopremiumhd.ru
ru,Bridge TV Dance,dangetv.ru
ru,КИНОХИТ,kinoxit.ru
ru,Arirang,arirang.ru
ru,Mezzo Live HD,mezzolivehd.ru
ru,Че,che.ru
ru,Эхо TV,yexotv.ru
ru,Da Vinci Learning,davinci.ru
ru,МАТЧ! ИГРА HD,matchigrahd.ru
ru,RUSSIAN MUSICBOX,musicboxru.ru
ru,СТС Love,stslove.ru
ru,Русский Экстрим,russkijyekstrim.ru
ru,CCTV News,cctvnews.ru
ru,Sony Channel HD,sonytvhd.ru
ru,TR!CK,trick.ru
ru,Sony Sci-Fi,sonyscifi.ru
ru,Конный мир,konnyjmir.ru
ru,Viasat History,viasathistory.ru
ru,Eurosport 2 HD,eurosport2hd.ru
ru,JuCeTV,jucetv.ru
ru,Ника ТВ,nikatv.ru
ru,МАТЧ! HD,matchhd.ru
ru,Радость Моя,radostmoya.ru
ru,ТБН,tbn.ru
ru,O-la-la,olala.ru
ru,Домашние животные,domashniezhivotnye.ru
ru,Телекафе,telekafe.ru
ru,Наш Детектив,nashdetektiv.ru
ru,Союз,soyuz.ru
ru,Детский мир и Телеклуб,detskijmirteleklub.ru
ru,Крик ТВ,kriktv.ru
ru,Первый метео,pervyjmeteo.ru
ru,BRIDGE TV Русский Хит,rusongtv.ru
ru,Russia Today,rt.ru
ru,Загородный,zagorodnyj.ru
ru,Discovery Science HD,discoverysciencehd.ru
ru,Amedia1 HD,amedia1hd.ru
ru,Paramount Channel HD,paramountchannelhd.ru
ru,Первый образовательный,pervyjobrazovatelnyj.ru
ru,Иллюзион +,illyuzion.ru
ru,Русский роман HD,rusromanhd.ru
ru,Планета HD,planetahd.ru
ru,Вместе-РФ,vmesterf.ru
ru,Ani,ani.ru
ru,Viasat Explorer,viasatexplore.ru
ru,Ля-минор,lyaminor.ru
ru,МИР 24,mir24.ru
ru,КХЛ HD,kxlhd.ru
ru,TRACE Sport Stars HD,tracesportstarshd.ru
ru,ViP Premiere,tv1000premiumhd.ru
ru,Любимое кино,rtvlyubimoekino.ru
ru,Shopping Live,shoppinglive.ru
ru,НАШЕ НОВОЕ КИНО,nashenovoekino.ru
ru,ТНВ-планета,tnvplaneta.ru
ru,English Club TV,englishclubtv.ru
ru,TDK,tdk.ru
ru,Russia Today Documentary,rtd.ru
ru,РЖД HD,rzhdhd.ru
ru,МУЖСКОЕ КИНО,muzhskoekino.ru
ru,МАТЧ Премьер,nashfutbol.ru
ru,CINEMA,Cinema.ru
ru,2x2,2x2.ru
ru,Travel+Adventure HD,traveladventurehd.ru
ru,МИР,mir.ru
ru,Дождь,dozhd.ru
ru,Карусель,karusel.ru
ru,КИНОКОМЕДИЯ,komediyatv.ru
ru,Рыжий,ryzhij.ru
ru,Ginger HD,gingerhd.ru
se,God Channel,GodChannel.se
se,Kanal 11,Kanal11.se
se,Discovery Channel,DiscoveryChannel.se
se,OutTV,OutTV.se
se,Bloomberg TV,BloombergTV.se
se,Viasat Hockey,ViasatHockey.se
se,SF-kanalen,SFKanalen.se
se,Spice Platinum,SpicePlatinum.se
se,Comedy Central,ComedyCentral.se
se,TV6,TV6.se
se,Kanal 9,Kanal9.se
se,Kunskapskanalen,Kunskapskanalen.se
se,TV2 Danmark,TV2Danmark.se
se,TV4,TV4.se
se,C More Live 3,CMoreLive3.se
se,NRK2,NRK2.se
se,Viasat Ultra,ViasatUltra.se
se,DR1,DR1.se
se,TVE,TVE.se
se,Investigation Discovery,InvestigationDiscovery.se
se,Kanal 5,Kanal5.se
se,TV3,TV3.se
se,TV Finland,TVFinland.se
se,CNN,CNN.se
se,CNBC,CNBC.se
se,Discovery Science,DiscoveryScience.se
se,Boomerang,Boomerang.se
se,TV Chile,TVChile.se
se,Discovery World,DiscoveryWorld.se
se,Discovery HD Showcase,DiscoveryHDshowcase.se
se,BBC World,BBCWorld.se
se,Viasat Film Hits,ViasatFilmHits.se
se,C More Sport,CMoreSport.se
se,C More Series,CMoreSeries.se
se,E!,E.se
se,C More Golf HD,CMoreGolf.se
se,National Geographic HD,NationalGeographicHD.se
se,SVT24,SVT24.se
se,H2 HD,H2.se
se,TV3 Danmark,TV3Danmark.se
se,Kanal 10,Kanal10.se
se,Viasat Sport Premium,ViasatSportPremium.se
se,Nelonen,Nelonen.se
se,YLE TV1,YLETV1.se
se,Sportkanalen,Sportkanalen.se
se,Animal Planet,AnimalPlanet.se
se,Al Jazeera,AlJazeera.se
se,Sky News,SkyNews.se
se,Eurosport 2,Eurosport2.se
se,Nickelodeon,Nickelodeon.se
se,History,History.se
se,C More Hockey,CMoreHockey.se
se,C More Live 5,CMoreLive5.se
se,NRK1,NRK1.se
se,C More Fotboll,CMoreFotboll.se
se,Viasat Golf,ViasatGolf.se
se,C More First,CMoreFirst.se
se,Viasat Motor,ViasatMotor.se
se,Viasat Film Premiere,ViasatFilmPremiere.se
se,TV2 Norge,TV2Norge.se
se,FST 5,FST5.se
se,Disney Playhouse,DisneyPlayhouse.se
se,TV10,TV10.se
se,National Geographic,NationalGeographic.se
se,TV Danmark,TVDanmark.se
se,Travel,Travel.se
se,Motors TV,MotorsTV.se
se,BBC Earth,BBCEarth.se
se,TV3 Sport,TV3Sport.se
se,Euronews,Euronews.se
se,TNT,TNT.se
se,Russia Today TV,RussiaTodayTV.se
se,Disney Channel,DisneyChannel.se
se,SJUAN,Sjuan.se
se,Mezzo,Mezzo.se
se,C More Star,CMoreStar.se
se,FOX,FOX.se
se,Kanal 5 Danmark,Kanal5Danmark.se
se,TLC,TLC.se
se,BBC Britt,BBCBritt.se
se,TV2 Zulu,TV2Zulu.se
se,Viasat Film Family,ViasatFilmFamily.se
se,C More Live 2,CMoreLive2.se
se,Barnkanalen,Barnkanalen.se
se,C More Live,CMoreLive.se
se,Viasat Fotboll,ViasatFotboll.se
